BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
,SERGEANT AT ARMS,2017Q1,NON - PERSONNEL,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,1174.03,2017,DEER PARK
,SERGEANT AT ARMS,2017Q1,NON - PERSONNEL,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,740.31,2017,DEER PARK
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,WOUNDED WARRIOR EXPENSES,SUPPLIES AND MATERIALS,2/15/2017,AP,902443,QUENCH,7/26/2016,7/26/2016,WATER,348,2016,QUENCH
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,19.99,2017,DEER PARK
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-LE BLEU ENTERPRISES-CL,1/29/2017,2/28/2017,WATER,24.63,2017,CITI PCARD-LE BLEU ENTERPRISES-CL
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,19.99,2017,DEER PARK
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-LE BLEU OF THE TRIAD-C,11/29/2016,12/28/2016,WATER,60.42,2016,CITI PCARD-LE BLEU OF THE TRIAD-C
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,19.99,2016,DEER PARK
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-LE BLEU OF THE TRIAD-C,12/29/2016,1/2/2017,WATER,39.46,2017,CITI PCARD-LE BLEU OF THE TRIAD-C
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/13/2017,AP,E0476570,WATER WAY DISTRIBUTING COMPANY INC,1/1/2017,1/31/2017,WATER,10,2017,WATER WAY DISTRIBUTING COMPANY INC
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/13/2017,AP,E0476572,WATER WAY DISTRIBUTING COMPANY INC,1/1/2017,1/31/2017,WATER,10.9,2017,WATER WAY DISTRIBUTING COMPANY INC
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/13/2017,AP,E0476573,WATER WAY DISTRIBUTING COMPANY INC,1/1/2017,1/31/2017,WATER,15,2017,WATER WAY DISTRIBUTING COMPANY INC
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/31/2017,AP,E0481991,WATER WAY DISTRIBUTING COMPANY INC,1/9/2017,1/9/2017,WATER,11.97,2017,WATER WAY DISTRIBUTING COMPANY INC
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/31/2017,AP,E0482074,WATER WAY DISTRIBUTING COMPANY INC,1/11/2017,1/11/2017,WATER,10.98,2017,WATER WAY DISTRIBUTING COMPANY INC
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/17/2017,AP,E0495702,WATER WAY DISTRIBUTING COMPANY INC,3/1/2017,3/31/2017,WATER,15,2017,WATER WAY DISTRIBUTING COMPANY INC
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/17/2017,AP,E0495703,WATER WAY DISTRIBUTING COMPANY INC,3/1/2017,3/31/2017,WATER,10.9,2017,WATER WAY DISTRIBUTING COMPANY INC
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/17/2017,AP,E0495704,WATER WAY DISTRIBUTING COMPANY INC,3/1/2017,3/31/2017,WATER,10,2017,WATER WAY DISTRIBUTING COMPANY INC
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-WATER WAY DISTRIBUTING,1/29/2017,2/28/2017,OFFICE SUPPLIES (OUTSIDE),73.84,2017,CITI PCARD-WATER WAY DISTRIBUTING
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0499233,WATER WAY DISTRIBUTING COMPANY INC,3/8/2017,3/8/2017,WATER,19.48,2017,WATER WAY DISTRIBUTING COMPANY INC
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0499234,WATER WAY DISTRIBUTING COMPANY INC,2/22/2017,2/22/2017,WATER,11.97,2017,WATER WAY DISTRIBUTING COMPANY INC
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/8/2017,AP,E0473732,WATER WAY DISTRIBUTING COMPANY INC,12/1/2016,12/31/2016,WATER,7.01,2016,WATER WAY DISTRIBUTING COMPANY INC
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/8/2017,AP,E0473733,WATER WAY DISTRIBUTING COMPANY INC,12/1/2016,12/31/2016,WATER,41.96,2016,WATER WAY DISTRIBUTING COMPANY INC
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/8/2017,AP,E0473734,WATER WAY DISTRIBUTING COMPANY INC,11/21/2016,11/21/2016,WATER,8.71,2016,WATER WAY DISTRIBUTING COMPANY INC
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/8/2017,AP,E0473735,WATER WAY DISTRIBUTING COMPANY INC,12/1/2016,12/31/2016,WATER,10.9,2016,WATER WAY DISTRIBUTING COMPANY INC
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,19.99,2017,DEER PARK
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0492596,READYREFRESH BY NESTLE,1/26/2017,2/8/2017,WATER,84.17,2017,READYREFRESH BY NESTLE
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,19.99,2017,DEER PARK
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,E0501311,READYREFRESH BY NESTLE,2/21/2017,3/8/2017,WATER,102.15,2017,READYREFRESH BY NESTLE
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/18/2017,AP,E0479379,READYREFRESH BY NESTLE,12/22/2016,1/8/2017,WATER,110.01,2017,READYREFRESH BY NESTLE
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,19.99,2016,DEER PARK
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,19.99,2017,DEER PARK
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,19.99,2017,DEER PARK
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,19.99,2016,DEER PARK
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0477208,RED ROCK SPRING WATER,1/3/2017,1/3/2017,WATER,14,2017,RED ROCK SPRING WATER
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/26/2017,AP,E0481124,RED ROCK SPRING WATER,1/17/2017,1/17/2017,WATER,7,2017,RED ROCK SPRING WATER
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/6/2017,AP,E0484662,RED ROCK SPRING WATER,1/31/2017,1/31/2017,WATER,28,2017,RED ROCK SPRING WATER
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/24/2017,AP,E0490055,RED ROCK SPRING WATER,1/14/2017,1/14/2017,WATER,21,2017,RED ROCK SPRING WATER
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493846,RED ROCK SPRING WATER,2/28/2017,2/28/2017,WATER,21,2017,RED ROCK SPRING WATER
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0498520,RED ROCK SPRING WATER,3/14/2017,3/14/2017,WATER,21,2017,RED ROCK SPRING WATER
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/5/2017,AP,E0474669,RED ROCK SPRING WATER,12/20/2016,12/20/2016,WATER,21,2016,RED ROCK SPRING WATER
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0483412,SWEETWATER REPORTER,1/12/2017,1/11/2018,PUBLICATIONS/REFERENCE MAT'L,220,2018,SWEETWATER REPORTER
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,133.74,2017,DEER PARK
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0500057,AQUA ONE,3/9/2017,3/9/2017,WATER,37.47,2017,AQUA ONE
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,19.99,2017,DEER PARK
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,WATERMAN KELLY W,1/3/2017,3/31/2017,DISTRICT DIRECTOR,18700,2017,WATERMAN KELLY W
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,48.93,2017,DEER PARK
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0494468,SPARKLETTS & SIERRA SPRINGS,1/10/2017,1/26/2017,WATER,25.66,2017,SPARKLETTS & SIERRA SPRINGS
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,37.95,2017,DEER PARK
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,WATERMAN KELLY W,1/1/2017,1/2/2017,DISTRICT DIRECTOR,425,2017,WATERMAN KELLY W
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0480131,WATERMAN KELLY W.,12/1/2016,12/15/2016,PRIVATE AUTO MILEAGE,414.23,2016,WATERMAN KELLY W.
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0480141,WATERMAN KELLY W.,11/9/2016,11/30/2016,PRIVATE AUTO MILEAGE,168.16,2016,WATERMAN KELLY W.
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,48.93,2016,DEER PARK
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/24/2017,AP,E0480131,WATERMAN KELLY W.,12/5/2016,12/15/2016,FOOD & BEVERAGE,100.82,2016,WATERMAN KELLY W.
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/24/2017,AP,E0480131,WATERMAN KELLY W.,12/5/2016,12/21/2016,OFFICE SUPPLIES (OUTSIDE),75.42,2016,WATERMAN KELLY W.
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/15/2017,AP,E0485853,SPARKLETTS & SIERRA SPRINGS,11/29/2016,12/27/2016,WATER,26.74,2016,SPARKLETTS & SIERRA SPRINGS
B001298,HON. DON BACON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478615,WETHERALD MARGARET,1/9/2017,1/9/2017,WATER,15.47,2017,WETHERALD MARGARET
B001298,HON. DON BACON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0479725,HAGUE QUALITY WATER OF MD INC,1/11/2017,2/10/2017,WATER,138,2017,HAGUE QUALITY WATER OF MD INC
B001298,HON. DON BACON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/4/2017,AP,E0490340,HAGUE QUALITY WATER OF MD INC,2/11/2017,3/10/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
B001298,HON. DON BACON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0499316,HAGUE QUALITY WATER OF MD INC,3/11/2017,4/10/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
B001299,HON. JIM BANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-INDIANA STAMP CO INC,1/29/2017,2/28/2017,WATER,39.59,2017,CITI PCARD-INDIANA STAMP CO INC
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/23/2017,AP,E0479330,THE WATER GUY,1/6/2017,1/6/2017,WATER,11.66,2017,THE WATER GUY
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/23/2017,AP,E0480223,GLEN SUMMIT SPRINGS WATER COMPANY INC,1/9/2017,1/9/2017,WATER,34.6,2017,GLEN SUMMIT SPRINGS WATER COMPANY INC
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0486894,THE WATER GUY,2/3/2017,2/3/2017,WATER,11.66,2017,THE WATER GUY
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0486895,GLEN SUMMIT SPRINGS WATER COMPANY INC,2/6/2017,2/6/2017,WATER,14.75,2017,GLEN SUMMIT SPRINGS WATER COMPANY INC
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/28/2017,AP,E0490421,CRYSTAL SPRINGS,1/6/2017,1/30/2017,WATER,23.54,2017,CRYSTAL SPRINGS
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/17/2017,AP,E0496922,GLEN SUMMIT SPRINGS WATER COMPANY INC,3/6/2017,3/6/2017,WATER,14.75,2017,GLEN SUMMIT SPRINGS WATER COMPANY INC
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/17/2017,AP,E0496980,THE WATER GUY,3/3/2017,3/3/2017,WATER,11.66,2017,THE WATER GUY
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0476740,GLEN SUMMIT SPRINGS WATER COMPANY INC,12/23/2016,12/23/2016,WATER,4.15,2016,GLEN SUMMIT SPRINGS WATER COMPANY INC
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0476747,CRYSTAL SPRINGS,11/14/2016,12/5/2016,WATER,19.35,2016,CRYSTAL SPRINGS
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,-35,2016,DEER PARK
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/23/2017,AP,E0480127,CRYSTAL SPRINGS,1/2/2017,1/2/2017,WATER,7.29,2017,CRYSTAL SPRINGS
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/23/2017,AP,E0480221,GLEN SUMMIT SPRINGS WATER COMPANY INC,12/12/2016,12/12/2016,WATER,14.75,2016,GLEN SUMMIT SPRINGS WATER COMPANY INC
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/23/2017,AP,E0480222,GLEN SUMMIT SPRINGS WATER COMPANY INC,12/31/2016,12/31/2016,WATER,1.5,2016,GLEN SUMMIT SPRINGS WATER COMPANY INC
B001282,HON. ANDY BARR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0484073,READYREFRESH BY NESTLE,12/27/2016,1/26/2017,WATER,44.37,2017,READYREFRESH BY NESTLE
B001282,HON. ANDY BARR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/9/2017,AP,E0486124,WILLIAMS SHELBY H.,2/3/2017,2/3/2017,WATER,11.48,2017,WILLIAMS SHELBY H.
B001282,HON. ANDY BARR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/14/2017,AP,E0493721,READYREFRESH BY NESTLE,1/27/2017,2/26/2017,WATER,44.37,2017,READYREFRESH BY NESTLE
B001282,HON. ANDY BARR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0475228,READYREFRESH BY NESTLE,11/27/2016,12/26/2016,WATER,33.79,2016,READYREFRESH BY NESTLE
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,66.92,2017,DEER PARK
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,57.95,2017,DEER PARK
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,66.92,2016,DEER PARK
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,50.95,2017,DEER PARK
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,95.9,2017,DEER PARK
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,50.95,2016,DEER PARK
B001281,HON. JOYCE BEATTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,171.86,2017,DEER PARK
B001281,HON. JOYCE BEATTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-MAGNETIC SPRINGS WATER,1/29/2017,2/28/2017,WATER,36.99,2017,CITI PCARD-MAGNETIC SPRINGS WATER
B001281,HON. JOYCE BEATTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,204.83,2017,DEER PARK
B001281,HON. JOYCE BEATTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-MAGNETIC SPRINGS WATER,11/29/2016,12/28/2016,OFFICE SUPPLIES (OUTSIDE),36.99,2016,CITI PCARD-MAGNETIC SPRINGS WATER
B001281,HON. JOYCE BEATTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,181.86,2016,DEER PARK
B001281,HON. JOYCE BEATTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-MAGNETIC SPRINGS WATER,12/29/2016,1/2/2017,OFFICE SUPPLIES (OUTSIDE),36.99,2017,CITI PCARD-MAGNETIC SPRINGS WATER
B000287,HON. XAVIER BECARRA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,36.91,2017,DEER PARK
B000287,HON. XAVIER BECARRA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0493382,SPARKLETTS & SIERRA SPRINGS,1/10/2017,1/30/2017,WATER,62.61,2017,SPARKLETTS & SIERRA SPRINGS
B000287,HON. XAVIER BECARRA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/24/2017,AP,E0498933,SPARKLETTS & SIERRA SPRINGS,2/7/2017,2/27/2017,WATER,32.97,2017,SPARKLETTS & SIERRA SPRINGS
B000287,HON. XAVIER BECARRA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,36.91,2017,DEER PARK
B000287,HON. XAVIER BECARRA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,36.91,2016,DEER PARK
B000287,HON. XAVIER BECARRA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0485934,SPARKLETTS & SIERRA SPRINGS,12/13/2016,12/27/2016,WATER,62.19,2016,SPARKLETTS & SIERRA SPRINGS
B001271,HON. DAN BENISHEK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AR,AC-12558,MCCARDEL CULLIGAN - ALPENA,10/1/2016,10/31/2016,WATER,-8,2016,MCCARDEL CULLIGAN - ALPENA
B001271,HON. DAN BENISHEK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AR,AC-12559,MCCARDEL CULLIGAN - ALPENA,9/6/2016,10/1/2016,WATER,-6,2016,MCCARDEL CULLIGAN - ALPENA
B001287,HON. AMI BERA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,E0491861,HAGUE QUALITY WATER OF MD INC,1/1/2017,12/31/2017,EQUIP RENTAL (EFF 1/3/03),756,2017,HAGUE QUALITY WATER OF MD INC
B001292,HON. DONALD S. BEYER  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/14/2017,AP,E0495442,HAGUE QUALITY WATER OF MD INC,3/3/2017,4/2/2017,EQUIP RENTAL (EFF 1/3/03),63,2017,HAGUE QUALITY WATER OF MD INC
B001292,HON. DONALD S. BEYER  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0485306,READYREFRESH BY NESTLE,1/13/2017,1/26/2017,WATER,31.6,2017,READYREFRESH BY NESTLE
B001292,HON. DONALD S. BEYER  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0486125,HAGUE QUALITY WATER OF MD INC,2/3/2017,3/2/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
B001292,HON. DONALD S. BEYER  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0487624,HAGUE QUALITY WATER OF MD INC,1/3/2017,2/2/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
B001292,HON. DONALD S. BEYER  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/14/2017,AP,E0495445,READYREFRESH BY NESTLE,2/14/2017,2/26/2017,WATER,31.6,2017,READYREFRESH BY NESTLE
B001292,HON. DONALD S. BEYER  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0476801,READYREFRESH BY NESTLE,12/13/2016,12/26/2016,WATER,31.6,2016,READYREFRESH BY NESTLE
